host_tenure,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,room_type,accommodates,bathrooms,bedrooms,beds,price_per_night,minimum_nights,number_of_reviews,number_of_reviews_ly,review_scores_rating,reviews_per_month
Veteran,f,8,t,t,San Blas - Canillejas,Entire home/apt,6,2,2,2,343,1,9,9,4.44,0.61
New,f,29,t,t,Tetuán,Shared room,1,1,1,1,25,1,9,6,4.67,0.66
New,f,10,f,t,Tetuán,Private room,2,1,1,1,31.96,2,9,1,3.33,0.33
Veteran,f,1,t,t,Tetuán,Private room,1,1,1,1,51.5,4,9,4,4.33,0.51
New,f,32,t,t,Tetuán,Entire home/apt,3,1,2,2,67.58,31,9,5,4.89,0.5
New,f,7,t,t,Tetuán,Private room,2,1,1,1,84,1,9,3,4.56,0.77
Veteran,f,4,t,t,Tetuán,Entire home/apt,2,1,1,2,87.99,14,9,2,4.78,0.19
Veteran,t,6,t,t,Tetuán,Entire home/apt,2,1,2,2,88.48,21,9,3,4.33,0.35
New,f,9,t,f,Tetuán,Private room,2,1,1,1,92.7,1,9,7,4.44,0.47
Veteran,f,123,t,t,Tetuán,Entire home/apt,3,1,1,1,95.71,7,9,5,4.67,0.52
Veteran,f,115,t,t,Tetuán,Entire home/apt,4,1,1,2,100.33,1,9,4,4.56,1.1
New,f,18,t,t,Tetuán,Entire home/apt,2,1,1,1,112.5,2,9,0,4.67,2.97
New,t,7,t,t,Tetuán,Entire home/apt,2,1,1,1,127,3,9,8,4.89,0.91
Veteran,t,3,t,t,Tetuán,Private room,1,1,1,1,128.5,2,9,7,4.56,0.97
Veteran,f,5,t,t,Tetuán,Entire home/apt,3,1,1,,141,1,9,3,4.33,0.16
Veteran,t,71,t,t,Tetuán,Entire home/apt,5,2,3,3,144.93,10,9,6,4.89,0.65
New,t,23,t,t,Tetuán,Entire home/apt,6,1,2,4,172,1,9,0,4.78,3.6
Veteran,f,115,t,t,Tetuán,Entire home/apt,4,1,1,2,189,1,9,2,4.22,0.2
Veteran,f,3,t,t,Tetuán,Entire home/apt,2,1,1,,200,1,9,3,4.22,0.38
New,f,90,t,t,Tetuán,Entire home/apt,4,1,1,2,209,1,9,2,4.44,0.28
Veteran,t,3,t,t,Tetuán,Entire home/apt,2,1,1,1,214,2,9,0,4.89,5.74
New,t,32,t,t,Tetuán,Entire home/apt,4,1,1,1,317,1,9,5,4.89,0.7
New,f,1,t,t,Usera,Private room,1,1,1,1,48.5,2,9,0,5,2.97
New,f,2,t,t,Usera,Private room,2,1,1,1,49,1,9,0,4.89,6
New,t,2,t,t,Usera,Private room,1,1,1,1,58,1,9,1,4.78,0.36
Veteran,f,123,t,t,Usera,Entire home/apt,4,1,1,1,64.82,28,9,6,4.67,0.5
Veteran,f,123,t,t,Usera,Entire home/apt,4,1,1,1,109,20,9,7,4.67,0.58
Veteran,f,123,t,t,Usera,Entire home/apt,4,1,2,2,118,7,9,1,4.78,1.38
Established,t,4,t,t,Usera,Entire home/apt,4,1,1,2,119,1,9,3,4.67,0.19
Veteran,f,123,t,t,Usera,Entire home/apt,2,1,1,1,138.33,5,9,6,5,0.41
Veteran,f,1,t,t,Usera,Entire home/apt,4,1,1,2,142,1,9,8,4.56,0.69
Veteran,f,25,t,t,Usera,Entire home/apt,4,2,2,3,149.29,7,9,4,4.33,0.22
New,f,1,t,t,Usera,Entire home/apt,5,1,2,3,1246.6,5,9,9,4.67,0.82
New,f,1,t,t,Vicálvaro,Private room,1,1,1,1,72,2,9,0,5,2.81
Veteran,f,24,t,t,Villa de Vallecas,Entire home/apt,2,1,1,1,120,1,9,0,4.56,2.57
Veteran,f,12,t,t,Villa de Vallecas,Entire home/apt,2,,1,1,129,1,9,1,4.78,1.48
Veteran,f,24,t,t,Villa de Vallecas,Entire home/apt,3,2,1,1,138,1,9,0,4.78,2.76
Veteran,f,24,t,t,Villa de Vallecas,Entire home/apt,4,1,1,2,140,1,9,0,4.78,2.11
Veteran,f,24,t,t,Villa de Vallecas,Entire home/apt,3,1,1,2,142,1,9,0,4.33,2.11
Established,t,13,t,t,Villa de Vallecas,Entire home/apt,7,2,3,6,160,1,9,0,4.56,4.09
New,f,2,t,t,Villaverde,Private room,1,1,1,1,48,2,9,0,5,1.74
New,t,4,t,t,Villaverde,Entire home/apt,2,1,1,2,56.78,5,9,5,4.89,0.44
Established,t,3,t,t,Villaverde,Private room,2,1,1,1,71,1,9,0,4.89,3.51
Veteran,t,63,t,t,Villaverde,Entire home/apt,1,1,1,1,71.33,3,9,0,4.89,2.16
New,f,3,f,t,Villaverde,Private room,2,1,1,1,109,1,9,6,4.33,0.48
New,f,3,f,t,Villaverde,Private room,2,1,,2,109,1,9,7,4,0.5
Established,t,5,t,t,Villaverde,Entire home/apt,4,1,3,3,114.2,5,9,3,4.67,0.3
Veteran,f,6,t,t,Arganzuela,Private room,2,1,1,1,20,8,10,2,4.8,0.21
New,t,1,t,t,Arganzuela,Entire home/apt,2,1,1,1,52.45,30,10,7,4.9,0.8
New,t,1,t,t,Arganzuela,Entire home/apt,2,1,1,1,71.88,3,10,7,5,0.77
Veteran,f,7,t,t,Arganzuela,Private room,2,1.5,1,1,82.37,31,10,1,4.3,0.13
New,t,1,t,t,Arganzuela,Entire home/apt,2,1,1,1,85.1,1,10,6,5,1.07
New,f,9,t,f,Arganzuela,Entire home/apt,4,1,1,2,107.8,4,10,1,5,0.5
Veteran,f,391,t,t,Arganzuela,Entire home/apt,4,1,1,2,116,1,10,3,4.6,0.49
Veteran,f,1,t,t,Arganzuela,Entire home/apt,8,2,4,4,207.52,3,10,0,4.5,0.22
New,f,6,t,t,Arganzuela,Entire home/apt,4,2,2,2,325,2,10,7,4.9,0.7
Veteran,f,1,t,t,Barajas,Private room,2,1,1,3,157,1,10,2,4.8,0.27
Veteran,f,1,t,t,Barajas,Entire home/apt,6,2,3,4,285.33,3,10,4,4.5,0.96
New,f,1,t,t,Carabanchel,Private room,1,1,1,1,58,1,10,10,4.6,0.78
New,f,4,f,t,Carabanchel,Entire home/apt,2,1,1,1,75.5,1,10,0,4.5,4.17
New,f,6,t,t,Carabanchel,Entire home/apt,2,1,1,1,80.5,1,10,4,3.9,1.02
New,t,13,t,t,Carabanchel,Entire home/apt,4,1,1,2,165.5,2,10,3,4.7,1.31
Veteran,f,61,t,t,Centro,Entire home/apt,6,1,3,,35.48,90,10,1,3.7,0.16
Veteran,f,16,t,t,Centro,Private room,1,1,1,1,42,1,10,0,4.2,3.19
Veteran,f,26,t,t,Centro,Private room,1,1,1,1,43.2,31,10,3,4.3,0.4
Veteran,f,1,t,t,Centro,Private room,2,1.5,,2,49.33,3,10,0,5,0.28
New,t,19,f,t,Centro,Entire home/apt,2,1,1,1,53.11,28,10,4,4.7,0.5
Veteran,f,16,t,t,Centro,Private room,1,1,1,1,56,1,10,0,4.3,3.85
Established,f,3,t,t,Centro,Private room,1,1,1,1,60.86,3,10,4,4.8,0.53
New,t,19,t,t,Centro,Entire home/apt,3,1,1,1,61.05,28,10,5,4.4,0.5
Veteran,t,4,t,t,Centro,Entire home/apt,2,1,1,2,65.65,17,10,3,4.7,0.32
New,t,19,t,t,Centro,Entire home/apt,2,1,1,1,66.39,28,10,6,4.9,0.63
New,t,1,t,t,Centro,Entire home/apt,2,1,1,1,69.42,31,10,8,5,0.56
New,f,91,t,t,Centro,Private room,1,2,1,1,70,1,10,10,5,1.28
New,t,19,t,t,Centro,Entire home/apt,2,1,1,1,73.04,28,10,7,4.9,0.63
Veteran,t,25,t,t,Centro,Entire home/apt,2,1,1,1,73.23,28,10,3,4.7,0.41
Established,t,15,t,t,Centro,Entire home/apt,2,1,1,1,76.61,32,10,0,4.8,0.24
Established,f,6,t,t,Centro,Private room,2,1,1,2,77,1,10,2,4.3,0.2
Veteran,f,15,t,t,Centro,Entire home/apt,4,1,2,2,78.34,29,10,1,4.8,0.2
New,f,14,t,t,Centro,Private room,1,2,1,1,82.56,2,10,1,4.7,1.16
Established,f,2,t,t,Centro,Private room,2,1,1,1,84,1,10,3,4.6,0.65
Established,f,1,t,t,Centro,Entire home/apt,2,1,1,1,86.5,2,10,2,4,1.4
New,t,5,t,t,Centro,Entire home/apt,2,1,1,1,90,3,10,6,4.3,0.49
Established,f,1,t,t,Centro,Private room,2,1,1,1,92,1,10,3,4.6,0.18
Veteran,f,9,t,t,Centro,Entire home/apt,2,1,1,1,96.59,1,10,9,4.2,0.7
New,f,1,t,t,Centro,Private room,2,1,1,1,100,1,10,0,4.4,2.63
Veteran,f,22,t,t,Centro,Entire home/apt,4,1,1,3,101.84,5,10,8,4.6,0.59
Established,f,1,t,t,Centro,Entire home/apt,2,1,1,1,103,1,10,2,4.4,0.31
Veteran,f,123,t,t,Centro,Entire home/apt,3,1,1,1,103.5,13,10,7,4.5,0.41
New,t,2,f,t,Centro,Entire home/apt,4,1,1,2,104,2,10,0,4.4,3.33
New,f,1,t,t,Centro,Entire home/apt,2,1,1,1,105.43,1,10,6,4.2,1.07
Established,f,476,t,t,Centro,Entire home/apt,3,2,2,2,111.45,30,10,3,4.5,0.46
New,f,5,t,t,Centro,Entire home/apt,2,1,1,1,112,3,10,0,4.5,2.29
New,f,28,t,t,Centro,Entire home/apt,2,1,1,1,116.5,2,10,8,4.1,0.82
Veteran,f,3,t,t,Centro,Private room,2,0.5,1,1,118.5,1,10,0,4.6,4.69
Established,t,2,t,t,Centro,Entire home/apt,3,1,1,2,124.71,14,10,3,5,1.24
Veteran,f,5,t,t,Centro,Private room,2,1,1,1,125,1,10,4,4.2,0.11
New,f,2,t,t,Centro,Entire home/apt,4,1,2,2,126,1,10,0,4.6,5.36
Veteran,f,24,t,t,Centro,Entire home/apt,2,1.5,1,1,126.38,31,10,5,4.9,0.2
New,t,2,t,t,Centro,Entire home/apt,2,1,1,1,131,3,10,2,5,1.54
Established,f,236,t,t,Centro,Entire home/apt,2,1,1,1,131,2,10,0,4.4,2.91
New,f,1,t,t,Centro,Entire home/apt,2,2,1,1,131.24,1,10,0,5,5.45
Veteran,t,25,t,t,Centro,Entire home/apt,2,1,1,1,132.3,1,10,8,5,0.92
Established,f,1157,t,t,Centro,Entire home/apt,4,1,1,2,134.58,14,10,4,3.9,0.38
Established,f,31,t,t,Centro,Private room,3,2,,3,138,3,10,8,4.1,0.42
New,t,12,t,t,Centro,Entire home/apt,2,1,1,1,138.57,14,10,4,4.7,0.99
New,f,3,t,t,Centro,Entire home/apt,2,1,1,1,143,1,10,0,4.8,2.88
Established,f,16,t,t,Centro,Entire home/apt,4,1,1,2,148,1,10,3,4.6,0.21
Veteran,f,13,t,t,Centro,Entire home/apt,3,1,1,2,154,1,10,3,4.4,0.49
Veteran,f,81,t,t,Centro,Entire home/apt,4,1,1,1,154.27,28,10,10,4.5,0.65
Veteran,f,33,t,t,Centro,Entire home/apt,3,1,1,1,155.33,2,10,0,4.7,2.65
Veteran,f,34,t,t,Centro,Entire home/apt,4,1,2,2,156,1,10,4,4.9,0.46
New,t,6,t,t,Centro,Entire home/apt,4,1,1,2,159,1,10,1,4.9,1.32
New,t,12,t,t,Centro,Entire home/apt,4,1,1,2,159.07,10,10,6,5,0.93
New,f,1,t,t,Centro,Entire home/apt,7,2,4,5,162,2,10,0,4.6,3.9
Veteran,f,18,t,f,Centro,Entire home/apt,4,1,2,2,162.05,1,10,6,3.9,1.13
Veteran,t,6,t,t,Centro,Entire home/apt,4,1,1,2,163,1,10,7,4.9,1.15
New,f,4,t,t,Centro,Entire home/apt,2,1,1,1,165,1,10,0,4.5,1.76
New,t,3,t,t,Centro,Entire home/apt,2,1,1,1,169.25,4,10,0,4.9,2.26
New,f,1,t,t,Centro,Entire home/apt,5,2,2,,175.6,3,10,0,4.8,2.7
Veteran,f,2,t,t,Centro,Entire home/apt,2,1,1,1,177.71,7,10,0,4.9,0.23
Veteran,f,24,t,t,Centro,Entire home/apt,4,1,2,2,180,4,10,0,4.9,3.06
New,f,1,t,t,Centro,Entire home/apt,4,1,2,2,186,2,10,0,4.9,2.24
Veteran,f,18,t,f,Centro,Entire home/apt,4,1,2,5,190,1,10,0,4.8,2.13
Veteran,t,13,t,t,Centro,Entire home/apt,4,1,1,2,196,2,10,5,5,0.31
Established,f,5,t,t,Centro,Entire home/apt,2,0,1,1,199.42,30,10,0,4.9,0.22
Veteran,f,9,t,t,Centro,Entire home/apt,6,1,2,6,203,1,10,0,4.6,0.1
New,f,2,t,t,Centro,Entire home/apt,6,1,2,3,215.68,1,10,0,5,3.7
Veteran,f,1,t,t,Centro,Entire home/apt,2,1,1,1,217,4,10,0,5,0.09
Veteran,f,101,t,t,Centro,Entire home/apt,6,2,2,4,220,2,10,0,5,2.83
New,f,33,t,t,Centro,Entire home/apt,4,1,2,2,222,1,10,0,4.8,4.11
Established,f,78,t,t,Centro,Entire home/apt,6,3,2,3,243.5,1,10,9,4.7,0.6
Veteran,f,5,t,t,Centro,Entire home/apt,3,1,1,,250,3,10,5,3.6,0.49
Established,f,5,t,t,Centro,Entire home/apt,6,2,2,3,257,2,10,0,4.7,0.27
New,t,3,t,t,Centro,Entire home/apt,5,1,3,3,263,2,10,3,4.9,1.24
Veteran,f,1,t,t,Centro,Entire home/apt,4,1,2,3,280,2,10,0,4.5,0.1
Veteran,f,12,t,t,Centro,Entire home/apt,6,2,2,4,285,1,10,0,4.9,3.16
Established,f,1157,t,t,Centro,Entire home/apt,2,1,1,2,305,1,10,4,4.4,0.24
Veteran,f,32,t,f,Centro,Entire home/apt,7,2,3,4,320,1,10,0,4.3,2.05
New,f,1,f,t,Centro,Entire home/apt,7,2,4,5,377,2,10,0,4.7,2.44
Veteran,f,22,t,t,Centro,Entire home/apt,6,2,4,5,432.32,15,10,2,5,0.22
Established,f,3,t,t,Centro,Entire home/apt,8,2,2,4,554,1,10,3,4.8,0.38
Veteran,f,81,t,t,Centro,Entire home/apt,6,3,3,3,565,1,10,0,4.8,3.9
Veteran,f,33,t,t,Chamartín,Private room,1,1,1,1,36,1,10,2,2.9,0.34
New,f,1,t,t,Chamartín,Entire home/apt,4,1,1,2,85,1,10,8,4.7,0.56
Veteran,f,154,t,t,Chamartín,Entire home/apt,2,1,1,1,89.16,28,10,7,4.5,0.42
New,f,43,t,t,Chamartín,Private room,2,1,1,2,93,1,10,0,4.3,3
Established,t,2,t,t,Chamartín,Entire home/apt,6,2,4,4,96.61,32,10,1,4.6,0.22
New,f,43,t,t,Chamartín,Private room,2,1,1,1,98,1,10,0,4.4,2.48
Veteran,t,79,t,t,Chamartín,Entire home/apt,3,1,1,2,119,2,10,0,4.9,3.95
Established,f,3,t,t,Chamartín,Entire home/apt,4,1.5,2,4,127.47,15,10,5,4.4,0.31
New,t,6,t,t,Chamartín,Private room,4,2,1,1,140,1,10,3,5,1.07
Veteran,f,154,t,t,Chamartín,Entire home/apt,4,2,2,2,154.14,7,10,3,4.6,0.4
Established,f,70,t,t,Chamartín,Entire home/apt,2,1,1,1,167,1,10,1,4.6,1.01
Veteran,t,1,t,t,Chamartín,Entire home/apt,3,2,2,2,191.4,30,10,3,5,0.31
New,f,3,t,t,Chamartín,Private room,4,1,2,3,194,2,10,5,5,0.8
Veteran,t,42,t,t,Chamartín,Entire home/apt,4,2,2,2,212,2,10,3,4.9,1.26
Veteran,f,81,t,t,Chamartín,Entire home/apt,2,1,1,1,216.83,2,10,0,5,2.8
Veteran,f,391,t,t,Chamartín,Entire home/apt,4,1,1,2,235.53,1,10,6,4.6,0.38
New,f,33,t,t,Chamartín,Entire home/apt,6,1,2,3,278,1,10,0,4.9,3.45
Veteran,f,60,t,t,Chamberí,Entire home/apt,2,1,,2,44.02,4,10,9,4.7,0.7
Veteran,f,45,t,t,Chamberí,Entire home/apt,2,1,1,1,49.15,32,10,0,4.1,0.32
Veteran,f,18,t,t,Chamberí,Private room,2,2,1,1,84,7,10,1,5,0.09
New,f,1,t,t,Chamberí,Entire home/apt,2,1,1,1,104.24,4,10,5,4.8,0.43
Veteran,f,74,t,t,Chamberí,Entire home/apt,2,1,1,1,118,3,10,6,4.7,0.34
Veteran,f,146,t,t,Chamberí,Private room,2,1,1,1,134.5,1,10,7,4.3,0.55
Established,f,7,t,t,Chamberí,Entire home/apt,6,2,3,3,191.15,1,10,3,4.5,0.24
New,f,8,t,t,Chamberí,Entire home/apt,4,1.5,2,3,235.9,10,10,4,4.8,1.16
New,f,30,t,t,Chamberí,Entire home/apt,10,5,5,5,560.5,1,10,0,4.7,1.8
New,f,14,t,t,Ciudad Lineal,Private room,2,3,1,1,30.81,3,10,4,4.1,0.38
Veteran,f,5,t,t,Ciudad Lineal,Private room,1,1,1,4,32.27,11,10,3,4.8,0.21
Veteran,f,4,t,t,Ciudad Lineal,Private room,1,1,1,1,38,1,10,3,4.5,0.21
Established,f,14,t,t,Ciudad Lineal,Entire home/apt,2,1,1,2,69.65,15,10,4,4.5,0.38
Veteran,t,7,t,t,Ciudad Lineal,Entire home/apt,4,1,1,1,131.24,1,10,0,4.9,3.66
Veteran,f,391,t,t,Ciudad Lineal,Entire home/apt,3,1,1,2,131.5,2,10,5,4.6,0.23
New,f,1,t,t,Ciudad Lineal,Private room,3,1,2,2,142,1,10,1,4.2,0.42
Veteran,t,40,t,t,Ciudad Lineal,Entire home/apt,4,1,1,3,150.18,1,10,0,5,4.76
New,f,1,f,t,Ciudad Lineal,Entire home/apt,4,1,1,2,200,2,10,3,4.3,0.85
Established,f,1,t,t,Ciudad Lineal,Entire home/apt,4,2,2,2,249.27,11,10,2,4.8,0.25
New,f,3,t,t,Ciudad Lineal,Entire home/apt,3,1,2,2,250,2,10,10,4.3,0.6
New,f,7,t,t,Fuencarral - El Pardo,Private room,2,1,1,1,73.31,1,10,4,4.2,1.07
Veteran,t,6,t,t,Fuencarral - El Pardo,Entire home/apt,4,1,2,,140.69,7,10,1,5,0.2
Veteran,f,74,t,t,Fuencarral - El Pardo,Entire home/apt,6,2,3,5,191,3,10,5,4.5,0.43
Established,f,31,t,t,Fuencarral - El Pardo,Entire home/apt,4,1,2,4,198.33,2,10,9,4.7,0.75
Established,f,31,t,t,Fuencarral - El Pardo,Entire home/apt,5,1,2,4,203,3,10,10,5,0.86
New,f,1,t,t,Hortaleza,Private room,1,1,1,1,53.64,1,10,5,4.4,1.3
New,f,20,t,t,Hortaleza,Private room,2,0,1,1,62,2,10,5,4.5,1.07
Established,t,1,t,t,Hortaleza,Private room,1,1,1,1,76,1,10,6,4.9,0.23
New,f,3,t,t,Hortaleza,Entire home/apt,7,1,3,6,180.5,5,10,7,4.2,0.91
New,f,1,f,t,Hortaleza,Entire home/apt,4,3,2,3,219.2,2,10,4,4.6,1.33
Established,f,2,t,t,Latina,Private room,1,1,1,1,36,1,10,0,4.8,1.82
Established,f,1,t,t,Latina,Private room,1,1,1,1,43.6,9,10,1,4.9,0.22
New,f,37,t,t,Latina,Entire home/apt,2,1,1,1,84,1,10,0,4.7,3.75
Established,f,1,t,t,Latina,Entire home/apt,4,1,2,4,86,2,10,0,4.7,0.32
Veteran,f,109,t,t,Latina,Private room,4,1,1,2,95,1,10,3,3.8,0.3
Established,t,4,t,t,Latina,Entire home/apt,4,1,1,2,126,1,10,5,5,1.14
New,f,1,t,t,Latina,Entire home/apt,4,1,1,2,147,1,10,6,4.9,0.84
New,f,1,t,t,Latina,Entire home/apt,4,1,1,2,162.5,2,10,0,4.4,2.7
Veteran,f,146,t,t,Latina,Entire home/apt,4,1,1,2,177,1,10,0,4.9,1.92
New,f,91,t,t,Moncloa - Aravaca,Private room,1,1,1,1,35,1,10,0,4.6,3.33
New,t,2,t,t,Moncloa - Aravaca,Private room,1,1,1,1,72,5,10,6,5,0.78
Veteran,f,7,t,t,Moncloa - Aravaca,Entire home/apt,6,1,3,5,151.56,1,10,3,4.6,0.3
Veteran,f,81,t,t,Moncloa - Aravaca,Entire home/apt,6,2,3,3,228.4,2,10,8,5,0.43
New,f,2,t,t,Moncloa - Aravaca,Private room,2,1,1,1,278.5,2,10,3,4.5,0.39
Veteran,t,10,t,t,Moratalaz,Entire home/apt,4,1,2,2,75.27,29,10,1,5,0.24
New,f,2,t,t,Puente de Vallecas,Private room,2,0,,2,46,1,10,6,4.7,0.54
New,f,2,t,t,Puente de Vallecas,Private room,2,1,1,1,58,1,10,0,5,0.27
New,f,7,t,t,Puente de Vallecas,Private room,2,1,1,1,66.42,1,10,5,4.6,1.09
New,f,2,t,t,Puente de Vallecas,Private room,2,1,1,1,68,1,10,8,4.3,0.63
New,t,2,f,t,Puente de Vallecas,Private room,1,1,1,1,80,1,10,9,4.9,0.71
Established,f,2,t,t,Puente de Vallecas,Entire home/apt,3,1,2,2,86,2,10,3,4.8,0.26
New,f,9,t,t,Puente de Vallecas,Entire home/apt,4,1,1,2,86,1,10,0,4.3,3.19
New,f,2,t,t,Puente de Vallecas,Entire home/apt,2,1,1,2,108.41,1,10,6,4.9,0.99
New,t,5,t,t,Puente de Vallecas,Entire home/apt,2,1,1,1,123.52,1,10,0,4.7,2.86
New,f,1,f,t,Puente de Vallecas,Entire home/apt,2,1,1,1,173.33,3,10,9,5,0.75
New,f,2,t,t,Retiro,Entire home/apt,4,1,2,3,71.5,1,10,3,4.9,1.28
Established,f,78,t,t,Retiro,Entire home/apt,4,1,1,3,135.5,1,10,6,4.9,0.56
New,t,29,t,t,Retiro,Entire home/apt,3,1,2,2,149.5,20,10,6,5,0.43
New,f,46,t,t,Retiro,Entire home/apt,2,1,1,1,190,2,10,0,4.5,1.8
New,f,46,t,t,Retiro,Entire home/apt,2,1,1,1,198.5,1,10,0,4.5,1.76
Established,f,46,t,t,Retiro,Entire home/apt,2,1,1,1,266,1,10,6,4.2,1.09
Veteran,f,181,t,t,Retiro,Entire home/apt,4,2,2,3,315,1,10,0,4.6,2.97
New,f,1,t,t,Retiro,Entire home/apt,4,2,2,2,357.67,3,10,2,5,0.41
Veteran,f,8,t,t,Salamanca,Entire home/apt,2,1,1,2,84.4,28,10,0,5,0.17
New,f,1,t,t,Salamanca,Entire home/apt,3,1,2,,98.06,32,10,5,4.8,0.41
Veteran,f,2,t,t,Salamanca,Entire home/apt,2,1,1,2,102.71,7,10,2,4.8,1.13
New,t,5,t,t,Salamanca,Entire home/apt,4,2,1,2,120.96,1,10,0,4.8,4.29
Veteran,f,391,t,t,Salamanca,Entire home/apt,4,1,1,2,133,1,10,1,3.8,0.17
Veteran,t,63,t,t,Salamanca,Entire home/apt,3,1,1,1,139.6,3,10,0,4.8,3.95
Veteran,f,17,t,t,Salamanca,Entire home/apt,3,1,1,2,141,7,10,4,4.9,0.78
New,f,32,t,t,Salamanca,Entire home/apt,3,1,1,2,146,1,10,0,3.7,3.23
Veteran,f,6,t,t,Salamanca,Entire home/apt,4,0,1,2,146.2,5,10,6,4.3,0.85
New,f,22,t,t,Salamanca,Entire home/apt,4,1,2,2,158,1,10,7,4.9,0.8
Veteran,t,5,t,t,Salamanca,Entire home/apt,5,1.5,2,4,182.23,31,10,6,5,0.29
New,f,3,t,t,Salamanca,Entire home/apt,2,1,1,1,222,2,10,8,4.6,0.65
New,f,29,t,t,Salamanca,Entire home/apt,6,3,3,3,239,1,10,0,4.8,4.55
Veteran,f,74,t,t,Salamanca,Entire home/apt,4,2,2,3,266.67,2,10,5,4.4,1.33
New,f,29,t,t,Salamanca,Entire home/apt,4,1,2,2,282,1,10,0,5,2.01
Veteran,f,21,t,t,Salamanca,Entire home/apt,7,2,3,6,337,2,10,0,4.7,2.36
New,t,23,t,t,Salamanca,Entire home/apt,2,1,1,1,358,1,10,0,4.8,4.76
Veteran,f,21,t,t,Salamanca,Entire home/apt,9,3,4,8,370.43,2,10,0,4.7,2.83
New,f,29,t,t,Salamanca,Entire home/apt,4,1,2,2,404,1,10,0,4.6,2.24
New,f,1,t,t,San Blas - Canillejas,Private room,1,4,1,1,58,1,10,0,4.9,0.27
New,f,1,t,t,San Blas - Canillejas,Private room,2,1,1,1,65.05,2,10,4,4.9,0.38
Veteran,f,18,t,t,San Blas - Canillejas,Entire home/apt,4,1,1,1,91.5,2,10,2,4.5,0.47
New,f,28,t,t,San Blas - Canillejas,Entire home/apt,3,1,1,1,98,2,10,5,3.7,0.35
New,f,29,t,t,Tetuán,Shared room,1,0,1,1,23,1,10,6,4.3,0.82
New,f,29,t,t,Tetuán,Shared room,1,0,1,1,25,1,10,7,4.2,0.73
Veteran,f,3,t,t,Tetuán,Private room,1,1,1,1,49.8,5,10,7,4.7,0.52
New,f,2,t,t,Tetuán,Private room,4,1,1,3,60.48,1,10,1,4.7,1.3
Established,f,21,t,t,Tetuán,Entire home/apt,2,1,1,2,64,1,10,8,3.9,0.72
New,f,6,t,t,Tetuán,Entire home/apt,2,1,1,1,77.23,30,10,2,4.6,0.37
Veteran,f,66,t,t,Tetuán,Private room,4,1,2,2,88.33,1,10,10,4.3,0.59
New,t,2,t,t,Tetuán,Private room,1,1,2,1,88.5,2,10,7,5,0.4
Veteran,f,146,t,t,Tetuán,Private room,2,1,1,1,95,1,10,5,4.6,1.49
New,f,3,t,t,Tetuán,Private room,1,1,1,1,100,1,10,0,4.9,3.57
New,t,3,t,t,Tetuán,Entire home/apt,6,1,1,3,107.29,1,10,4,4.9,1.1
New,t,1,t,t,Tetuán,Entire home/apt,3,1,2,2,108.43,13,10,5,4.9,1.02
Veteran,f,391,t,t,Tetuán,Entire home/apt,3,1,,2,120,2,10,6,3.9,0.33
New,f,1,t,t,Tetuán,Entire home/apt,3,1,2,,122.5,4,10,0,4.2,2.33
New,f,3,t,t,Tetuán,Entire home/apt,4,2,1,2,129.5,2,10,0,4.9,4.29
New,f,1,t,t,Tetuán,Entire home/apt,4,1,2,3,137,2,10,0,4.7,3.3
New,f,8,t,t,Tetuán,Entire home/apt,6,1,2,3,154,1,10,9,4.7,0.59
New,t,32,t,t,Tetuán,Entire home/apt,4,1,1,1,187.33,1,10,8,5,0.74
New,f,1,t,t,Tetuán,Entire home/apt,5,1,2,4,188.5,2,10,0,4.7,4.69
New,f,4,t,t,Tetuán,Entire home/apt,4,1,1,2,210,1,10,4,4.6,0.42
New,t,32,t,t,Tetuán,Entire home/apt,4,1,1,1,221,1,10,7,5,0.74
New,t,2,t,t,Tetuán,Entire home/apt,5,1,2,4,250,2,10,0,4.9,2.03
Established,t,6,t,t,Tetuán,Entire home/apt,8,1.5,4,4,257.91,6,10,4,4.9,0.31
New,t,23,t,t,Tetuán,Entire home/apt,4,1,2,2,358,1,10,0,4.7,3.33
Veteran,f,31,t,t,Tetuán,Entire home/apt,10,5.5,5,5,562.5,1,10,4,4.7,1.16
Established,f,4,t,t,Usera,Private room,1,3,1,1,55,1,10,0,4,0.27
New,f,26,t,t,Usera,Entire home/apt,2,1,1,1,92,1,10,2,4.5,1.59
Veteran,f,50,t,t,Usera,Entire home/apt,6,1,3,4,108.41,3,10,5,4.5,1.08
Veteran,f,31,t,t,Usera,Entire home/apt,5,1,2,3,142.67,3,10,1,4.9,1.53
Veteran,f,115,t,t,Villa de Vallecas,Entire home/apt,4,1,1,2,142.75,1,10,8,4.9,0.68
Established,t,13,t,t,Villa de Vallecas,Entire home/apt,4,1,1,2,145,1,10,0,5,3.8
Veteran,f,24,t,t,Villa de Vallecas,Entire home/apt,4,2,1,2,171,1,10,0,4.8,2.34
Established,t,3,t,t,Villaverde,Private room,1,1,1,1,51.5,1,10,0,5,3.13
New,t,6,t,t,Villaverde,Entire home/apt,5,1,1,4,119,1,10,0,4.9,0.3
Veteran,t,63,t,t,Villaverde,Entire home/apt,2,1,1,1,124,1,10,0,4.7,1.99
New,f,9,t,f,Arganzuela,Entire home/apt,4,1,1,2,95.87,4,11,4,4.45,0.94
New,t,3,t,f,Arganzuela,Entire home/apt,3,1,1,1,108,2,11,4,4.55,0.37
