host_tenure,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,room_type,accommodates,bathrooms,bedrooms,beds,price_per_night,minimum_nights,number_of_reviews,number_of_reviews_ly,review_scores_rating,reviews_per_month
Veteran,f,1,t,t,Centro,Entire home/apt,4,1,2,3,254,1,45,21,4.71,1.82
Veteran,f,13,t,t,Centro,Entire home/apt,6,1,2,3,256,1,45,20,4.82,1.96
Veteran,f,10,t,t,Centro,Entire home/apt,8,2,3,5,260,1,45,12,4.38,0.82
Established,f,69,t,t,Centro,Entire home/apt,4,1,1,2,300,1,45,39,4.31,3.32
Veteran,f,3,t,t,Centro,Entire home/apt,4,1,2,3,304.33,2,45,17,4.91,0.54
New,f,1,t,t,Centro,Entire home/apt,5,2,2,5,374.01,4,45,29,4.93,2.28
Veteran,f,391,t,t,Centro,Entire home/apt,6,2,2,4,397,2,45,6,4.31,0.74
Established,f,4,t,t,Centro,Entire home/apt,10,2,5,5,409,1,45,24,4.24,3.54
Veteran,f,20,t,t,Centro,Entire home/apt,6,1,3,4,430.5,2,45,4,4.91,0.65
Veteran,f,81,t,t,Centro,Entire home/apt,8,2,4,4,551.57,1,45,23,4.53,1.29
New,f,12,t,t,Chamartín,Entire home/apt,4,1,1,1,85,1,45,14,4.29,5.9
Veteran,t,1,t,t,Chamartín,Entire home/apt,4,1,3,3,145.14,7,45,11,4.67,0.33
Veteran,f,1,t,t,Chamberí,Entire home/apt,2,1,1,1,131.33,3,45,22,4.91,0.74
Veteran,f,53,t,f,Chamberí,Entire home/apt,6,2,2,3,135,1,45,18,4.24,1.49
New,f,4,t,t,Chamberí,Entire home/apt,4,1,1,3,152,1,45,26,4.33,2.11
Veteran,f,2,t,t,Ciudad Lineal,Private room,1,1.5,1,1,37.35,7,45,3,4.82,0.35
Veteran,f,5,t,t,Ciudad Lineal,Entire home/apt,4,1,1,1,91.43,7,45,9,4.64,0.4
Veteran,f,2,t,t,Ciudad Lineal,Entire home/apt,6,1,2,4,136.99,2,45,19,4.98,1.34
Established,f,1,t,t,Fuencarral - El Pardo,Private room,2,0,1,1,58,1,45,16,4.76,1.11
New,t,1,f,t,Hortaleza,Entire home/apt,2,1,1,1,76.88,30,45,33,4.91,1.49
Veteran,f,60,t,t,Hortaleza,Entire home/apt,6,1,2,3,102.71,2,45,33,4.07,2.95
Established,f,3,t,t,Hortaleza,Entire home/apt,4,1,1,3,172,1,45,7,4.96,1.17
Veteran,f,8,t,t,Hortaleza,Entire home/apt,4,1.5,1,2,212,1,45,6,4.33,0.72
Established,f,1,t,t,Latina,Private room,2,1,1,1,61.5,1,45,11,4.84,0.98
Veteran,f,3,t,t,Latina,Entire home/apt,2,1,1,1,122.5,2,45,15,4.07,1.21
New,f,10,t,t,Puente de Vallecas,Entire home/apt,4,0,1,2,124,1,45,26,4.33,1.75
New,f,2,t,t,Puente de Vallecas,Private room,3,1,1,2,132,1,45,27,4.67,2.46
Established,f,4,t,t,Retiro,Private room,2,1,1,1,109,1,45,14,4.71,0.86
Established,t,2,t,t,Retiro,Entire home/apt,4,1,2,2,131.46,10,45,17,4.82,1.08
New,f,7,t,t,Salamanca,Entire home/apt,2,1,1,1,94,1,45,6,4.42,1.36
Veteran,f,4,t,t,Salamanca,Entire home/apt,6,1,2,,127,3,45,26,4.36,2.85
Veteran,f,391,t,t,Salamanca,Entire home/apt,4,1,1,2,140,1,45,13,4.47,0.72
Veteran,f,51,t,t,Salamanca,Entire home/apt,2,1,1,1,157.08,4,45,30,4.71,2.51
Veteran,f,23,t,t,Salamanca,Entire home/apt,6,2,2,3,226.6,1,45,2,4.58,0.56
New,f,91,t,t,Tetuán,Private room,1,3,1,1,35,1,45,19,4.56,5.04
Veteran,f,11,t,t,Tetuán,Entire home/apt,2,1,1,1,68,1,45,21,4.58,4.98
New,t,1,t,t,Tetuán,Private room,2,1,1,1,82,3,45,23,5,2.24
Established,f,4,t,t,Tetuán,Private room,2,3,1,1,86,1,45,8,4.02,0.81
Established,f,173,t,t,Tetuán,Entire home/apt,4,1,2,2,96,1,45,35,4.27,1.73
New,t,4,t,t,Tetuán,Entire home/apt,4,1,1,2,125.5,2,45,30,4.82,3.33
Veteran,t,12,t,t,Tetuán,Entire home/apt,2,1,1,1,155.33,2,45,24,4.82,1.83
New,t,1,t,t,Tetuán,Entire home/apt,9,4.5,4,5,485,2,45,31,5,2.85
New,f,4,f,t,Vicálvaro,Private room,2,1,1,1,39.94,1,45,8,4.31,5.38
New,t,1,t,t,Villa de Vallecas,Entire home/apt,4,1,1,2,89.5,1,45,31,4.8,3.36
New,f,1,t,t,Arganzuela,Entire home/apt,6,1,2,3,126.67,2,46,27,4.35,2.43
New,f,1,t,t,Arganzuela,Entire home/apt,5,1,2,4,141.4,5,46,20,4.74,1.97
New,t,1,t,t,Carabanchel,Private room,1,1,1,1,75,1,46,19,4.89,2.13
Veteran,f,391,t,t,Carabanchel,Entire home/apt,6,2,2,4,213,1,46,12,4.63,0.86
Veteran,f,25,t,t,Centro,Private room,2,1,1,1,57.06,15,46,1,4.46,0.93
New,f,2,t,t,Centro,Private room,1,2,1,1,87,3,46,32,4.65,2.28
Established,f,38,t,t,Centro,Entire home/apt,2,1,1,1,108.2,5,46,16,4.61,2.12
Established,f,1,t,t,Centro,Private room,2,1,1,1,115,1,46,3,4.85,1.13
Veteran,t,36,t,t,Centro,Entire home/apt,2,1,1,1,128,1,46,21,4.8,4.76
Established,f,2,t,t,Centro,Entire home/apt,3,1,1,2,130,2,46,13,4.59,0.88
New,f,3,t,f,Centro,Entire home/apt,4,1,1,,130.86,2,46,25,4.63,2.06
Established,f,2,f,t,Centro,Entire home/apt,3,1,,2,131,1,46,18,4.61,1.24
Established,f,11,t,t,Centro,Entire home/apt,2,1,1,1,135.4,1,46,2,4.52,1.13
Established,f,1,t,t,Centro,Entire home/apt,2,1,1,1,137,2,46,1,4.63,0.87
New,f,10,t,t,Centro,Entire home/apt,1,1,1,1,144,1,46,17,4.57,6.08
Veteran,f,13,t,t,Centro,Entire home/apt,4,1,1,2,160,1,46,26,4.65,2.12
Veteran,f,22,t,t,Centro,Entire home/apt,4,1,1,1,178.33,1,46,25,4.76,2.38
New,f,1,t,t,Centro,Entire home/apt,6,2,3,3,182,1,46,20,4.15,1.71
New,t,1,t,t,Centro,Entire home/apt,3,1,1,1,191,1,46,32,4.8,2.56
Veteran,f,7,t,t,Centro,Entire home/apt,2,1,1,1,195,1,46,15,4.96,2.55
Veteran,f,3,t,t,Centro,Entire home/apt,4,1,2,2,196,1,46,19,4.63,3.95
Veteran,f,146,t,t,Centro,Entire home/apt,2,1,1,1,221,1,46,29,4.91,2.35
Veteran,f,20,t,t,Centro,Entire home/apt,6,1.5,2,2,257.5,2,46,4,4.98,0.78
Veteran,f,22,t,f,Centro,Entire home/apt,4,1,1,3,268.25,2,46,28,4.65,1.67
Veteran,f,44,t,t,Centro,Entire home/apt,4,1,2,3,276.74,2,46,31,4.98,3.23
Veteran,f,16,t,t,Centro,Entire home/apt,2,1,1,2,277.31,1,46,17,4.87,1.34
Veteran,f,109,t,t,Centro,Entire home/apt,4,2,2,3,404,1,46,18,4.67,1.58
New,f,5,t,t,Centro,Entire home/apt,6,1,2,4,467,1,46,30,4.52,1.92
Veteran,f,391,t,t,Centro,Entire home/apt,9,3.5,4,7,632,1,46,12,4.67,1.31
New,f,7,t,t,Chamartín,Entire home/apt,2,1,,2,106,1,46,15,4.46,1.4
New,f,1,t,t,Chamartín,Entire home/apt,2,1,1,1,114.33,2,46,17,4.7,1.39
New,f,5,f,t,Chamartín,Entire home/apt,4,1,1,1,123.5,2,46,26,4.72,2.67
Veteran,f,1,t,t,Chamartín,Entire home/apt,4,1,2,2,180.94,28,46,4,4.89,0.46
Veteran,f,1,t,t,Chamberí,Private room,2,1,1,1,103,1,46,17,4.98,0.83
Veteran,f,1,t,t,Chamberí,Entire home/apt,4,1,1,,121.73,2,46,22,4.78,1.65
Veteran,f,16,t,t,Chamberí,Entire home/apt,4,1,1,2,134.32,3,46,8,4.8,0.81
Established,f,1,t,t,Chamberí,Entire home/apt,7,2,2,4,260.5,2,46,17,4.59,1.41
Established,f,78,t,t,Chamberí,Entire home/apt,4,2,2,2,465,1,46,12,4.7,0.91
Veteran,t,1,t,t,Ciudad Lineal,Private room,1,1,1,1,56,2,46,12,4.98,0.53
Established,t,2,t,t,Ciudad Lineal,Entire home/apt,4,1,2,2,101,1,46,25,4.83,3.59
Veteran,f,1,t,t,Ciudad Lineal,Private room,2,1.5,1,1,228.5,2,46,0,4.91,0.39
New,t,13,t,t,Hortaleza,Private room,2,0,1,1,67,1,46,4,4.89,7.01
Veteran,t,16,t,t,Hortaleza,Entire home/apt,4,1,1,2,184.87,1,46,22,4.93,2.13
Veteran,t,2,t,t,Latina,Private room,1,1,1,1,47,1,46,14,4.98,6.13
Veteran,t,2,t,t,Latina,Private room,1,1,1,1,51.5,5,46,9,4.83,0.47
New,t,1,t,t,Moncloa - Aravaca,Private room,1,1,1,1,31,1,46,14,4.65,5.05
New,f,1,t,t,Moncloa - Aravaca,Private room,1,1,1,1,46,2,46,21,4.96,3.29
Established,f,5,t,t,Moncloa - Aravaca,Entire home/apt,2,1,1,1,63,1,46,0,4.89,1.15
New,t,5,t,t,Moncloa - Aravaca,Entire home/apt,4,1,1,2,265.51,2,46,24,4.98,2.11
Veteran,t,12,t,t,Moncloa - Aravaca,Entire home/apt,8,4,4,6,536.35,5,46,12,5,0.82
Veteran,f,146,t,t,Puente de Vallecas,Entire home/apt,6,1,2,3,116,1,46,23,4.76,1.69
Veteran,f,8,t,t,Puente de Vallecas,Entire home/apt,2,1,1,1,144,2,46,6,4.63,0.69
Established,t,1,t,t,Retiro,Entire home/apt,3,1,2,2,102.71,1,46,8,4.96,0.96
Veteran,f,50,t,t,Retiro,Entire home/apt,4,1,1,1,114.12,3,46,14,4.41,1.09
Veteran,t,9,t,t,Retiro,Private room,2,1,1,1,200,1,46,11,4.76,0.35
Established,f,1,t,t,Retiro,Entire home/apt,3,2,3,3,234.06,1,46,1,5,1.21
Veteran,f,3,t,t,Salamanca,Entire home/apt,5,2,2,4,85.91,30,46,6,4.72,0.54
Veteran,f,22,t,t,Salamanca,Entire home/apt,2,1,1,1,115,2,46,24,4.52,1.53
Veteran,f,8,t,t,San Blas - Canillejas,Entire home/apt,4,1,1,1,103,1,46,23,4.46,1.03
New,f,29,t,t,Tetuán,Shared room,1,1,1,1,25,1,46,20,4.65,3.38
Established,t,3,t,t,Tetuán,Private room,1,1,1,1,54,1,46,0,4.76,1.12
New,f,1,t,t,Tetuán,Entire home/apt,4,1,2,3,119.83,2,46,28,4.89,2.91
Established,f,173,t,t,Tetuán,Entire home/apt,4,1,1,1,120,1,46,33,4.54,2.43
Veteran,f,5,t,t,Tetuán,Entire home/apt,3,1,1,,141,1,46,14,4.65,0.66
Veteran,f,18,t,t,Usera,Private room,2,2,4,1,46,1,46,26,4.61,1.55
Veteran,t,2,t,t,Villa de Vallecas,Private room,1,0,1,1,36,1,46,27,4.8,2.18
Established,f,173,t,t,Villa de Vallecas,Entire home/apt,2,1,1,1,72,1,46,37,4.5,2.86
New,f,2,t,t,Arganzuela,Private room,1,1,1,1,55,1,47,0,4.4,8.65
New,f,1,t,t,Arganzuela,Entire home/apt,2,1,1,1,86.16,2,47,26,4.38,2.32
Veteran,f,24,t,t,Arganzuela,Entire home/apt,2,1,1,1,115,2,47,22,4.66,2.18
Veteran,t,2,t,t,Arganzuela,Entire home/apt,4,1,1,2,115.33,1,47,19,4.81,1.74
New,t,1,f,t,Carabanchel,Entire home/apt,4,1,1,2,152,1,47,17,4.91,5.13
Veteran,f,24,t,t,Centro,Entire home/apt,2,1,1,1,46.23,31,47,3,4.17,0.76
Veteran,t,3,t,t,Centro,Entire home/apt,2,1,1,3,55.8,28,47,2,4.79,0.48
Veteran,f,25,t,t,Centro,Private room,1,1,1,1,57.06,15,47,1,4.72,0.88
Veteran,f,3,t,t,Centro,Entire home/apt,2,1,1,1,65.72,28,47,1,4.77,0.46
Veteran,t,33,t,t,Centro,Private room,2,1,1,1,66,2,47,14,4.74,1.4
New,t,4,t,t,Centro,Private room,2,3,1,1,72.47,2,47,21,4.81,4.98
New,f,24,t,t,Centro,Private room,2,1,1,1,74,1,47,23,4.23,3.26
New,f,4,f,t,Centro,Private room,2,1,1,1,83,1,47,33,4.3,2.61
Established,f,7,t,t,Centro,Entire home/apt,2,1,1,1,97,2,47,18,4.45,1.67
New,t,4,t,t,Centro,Private room,3,1,,2,114,1,47,16,4.81,3.79
Established,f,7,t,t,Centro,Entire home/apt,4,1,2,3,115,1,47,13,4.26,1.51
Established,f,9,t,t,Centro,Private room,4,1,1,3,126,1,47,10,4.79,1.42
Veteran,f,5,t,t,Centro,Private room,4,1,2,2,143,1,47,15,4.53,0.57
Veteran,f,23,t,t,Centro,Entire home/apt,4,1,1,2,146.57,1,47,5,4.6,0.8
Veteran,t,42,t,t,Centro,Entire home/apt,4,2,2,2,148.84,7,47,18,4.91,1.22
Veteran,f,3,t,t,Centro,Entire home/apt,2,1,1,1,150,1,47,3,4.57,1.56
Veteran,t,56,t,t,Centro,Entire home/apt,4,1,2,2,158.33,3,47,16,4.77,0.78
Established,f,2,f,t,Centro,Entire home/apt,3,1,,2,168,1,47,21,4.34,1.27
Established,f,78,t,t,Centro,Entire home/apt,3,1,2,3,172.5,1,47,3,4.55,0.88
Veteran,t,60,t,t,Centro,Entire home/apt,4,1,1,2,175.5,1,47,27,4.83,3.88
Veteran,f,87,t,t,Centro,Entire home/apt,2,1,1,1,178.5,2,47,10,4.53,0.47
Established,f,3,t,t,Centro,Entire home/apt,5,1,2,3,193,1,47,16,4.57,1.3
Veteran,f,391,t,t,Centro,Entire home/apt,6,2,2,3,196.5,1,47,19,4.53,1.02
Veteran,f,81,t,t,Centro,Entire home/apt,5,2,3,3,202,3,47,23,4.43,2.24
New,f,10,t,t,Centro,Entire home/apt,2,1,1,1,231,1,47,0,4.34,11.1
Veteran,f,4,t,t,Centro,Entire home/apt,4,1,2,2,233,1,47,0,4.81,0.39
Established,f,8,t,t,Centro,Entire home/apt,4,2,1,1,233,3,47,28,4.74,1.95
Veteran,f,8,t,t,Centro,Entire home/apt,2,1,1,1,279.75,3,47,5,4.55,0.4
New,f,2,t,t,Centro,Entire home/apt,8,3,3,,332.3,1,47,25,4.66,3.56
Veteran,f,22,t,f,Centro,Entire home/apt,4,1,2,4,375.5,2,47,13,4.6,1.22
Veteran,f,181,t,t,Centro,Entire home/apt,4,2,2,2,380.02,5,47,32,4.87,2.21
Veteran,t,9,t,t,Chamartín,Private room,1,1,1,1,88.3,3,47,2,4.96,0.55
New,f,3,t,t,Chamartín,Private room,2,1,,2,94.5,2,47,36,4.72,2.55
New,f,1,t,t,Chamberí,Private room,2,1,1,1,46,2,47,20,4.68,5.04
Established,f,1,t,t,Chamberí,Entire home/apt,2,1,1,1,134.09,2,47,23,5,1.99
Veteran,t,1,t,t,Chamberí,Entire home/apt,4,1,2,3,142.67,6,47,5,4.76,0.42
New,f,1,t,t,Ciudad Lineal,Private room,1,1,1,1,53.07,2,47,30,4.91,2.37
Veteran,f,5,t,t,Ciudad Lineal,Entire home/apt,4,1,1,2,91.43,7,47,10,4.79,0.42
Veteran,f,391,t,t,Ciudad Lineal,Entire home/apt,4,1,1,2,121,1,47,25,4.53,2.16
New,f,1,t,t,Fuencarral - El Pardo,Private room,1,1,1,1,33.09,1,47,21,4.4,1.86
Veteran,t,16,t,t,Hortaleza,Entire home/apt,3,1,1,2,117.33,1,47,6,4.79,0.5
Veteran,t,2,t,t,Latina,Private room,1,1.5,1,1,33.5,2,47,6,4.7,0.44
Veteran,f,14,t,t,Moncloa - Aravaca,Entire home/apt,6,2,2,3,235.33,3,47,11,4.68,0.68
Veteran,f,87,t,t,Moncloa - Aravaca,Entire home/apt,4,1,2,3,246,5,47,25,4.74,1.57
Veteran,f,181,t,t,Moncloa - Aravaca,Entire home/apt,8,3,4,7,719,1,47,26,4.81,3.67
Veteran,f,1,t,t,Puente de Vallecas,Private room,2,1,1,1,31,3,47,14,4.87,0.55
Veteran,f,216,t,t,Puente de Vallecas,Entire home/apt,4,1,1,2,130,1,47,7,4.68,0.64
New,f,3,f,t,Retiro,Entire home/apt,4,2,2,3,99,6,47,29,4.36,1.94
Established,f,27,t,t,Retiro,Entire home/apt,2,1,1,1,144,3,47,15,4.51,1.29
Established,t,2,t,t,Retiro,Entire home/apt,4,1,2,4,155.33,9,47,8,4.85,1.12
Veteran,f,391,t,t,Retiro,Entire home/apt,4,1,2,2,198,1,47,22,4.81,2.88
Established,f,27,t,t,Salamanca,Entire home/apt,3,1,1,3,143,3,47,29,4.47,3.49
Veteran,f,34,t,t,Salamanca,Entire home/apt,4,1,2,3,172.2,2,47,12,4.26,1.32
Veteran,f,51,t,t,Salamanca,Entire home/apt,4,2,2,2,277.46,4,47,17,4.68,1.53
New,t,6,t,t,Salamanca,Entire home/apt,4,2,2,2,352,1,47,11,4.79,1.88
Veteran,f,13,t,t,San Blas - Canillejas,Entire home/apt,4,1,1,2,108,1,47,32,4.79,2.97
New,f,2,t,t,San Blas - Canillejas,Entire home/apt,4,1,1,2,130.5,2,47,35,4.6,2.41
Veteran,f,29,t,t,San Blas - Canillejas,Entire home/apt,5,2,2,3,140,1,47,0,4.83,9.22
New,f,12,t,t,Tetuán,Private room,1,3,1,1,29,1,47,8,4.57,7.19
Established,f,1,t,t,Tetuán,Private room,2,1.5,1,1,69,1,47,5,4.64,0.83
New,f,1,t,t,Tetuán,Entire home/apt,4,1,1,1,86.16,2,47,27,4.72,2.97
Veteran,f,1,t,t,Tetuán,Entire home/apt,4,1,1,1,91.5,2,47,24,4.62,1.99
New,t,5,t,t,Tetuán,Entire home/apt,4,1,1,2,146,1,47,28,4.94,2.15
Veteran,f,30,t,t,Tetuán,Entire home/apt,5,1,2,3,166.5,2,47,14,4.89,6.08
Veteran,f,391,t,t,Tetuán,Entire home/apt,8,2,3,4,275.92,2,47,15,4.62,1.04
New,f,3,t,t,Vicálvaro,Entire home/apt,5,1,2,4,140,1,47,28,4.83,3.74
Veteran,f,17,t,t,Villaverde,Entire home/apt,4,1,1,2,75,3,47,4,4.74,0.77
Established,f,1,t,t,Arganzuela,Private room,1,1,1,1,49.33,3,48,6,4.98,1.14
Veteran,f,109,t,t,Arganzuela,Entire home/apt,4,1,1,2,145,1,48,35,4.29,2.64
New,t,1,t,t,Arganzuela,Entire home/apt,4,1,1,2,158,2,48,24,4.85,3.97
Veteran,t,1,t,t,Arganzuela,Entire home/apt,4,1.5,2,3,203.67,3,48,14,4.83,1.14
New,f,8,t,t,Barajas,Private room,2,1,1,1,38,1,48,0,4.46,9.54
Veteran,f,1,t,t,Carabanchel,Private room,1,1,1,2,34.5,1,48,1,4.83,0.44
Veteran,f,4,t,t,Carabanchel,Entire home/apt,4,1,2,4,133,1,48,19,4.71,0.54
New,f,1,t,t,Carabanchel,Entire home/apt,6,2.5,3,4,173.26,1,48,33,4.52,2.93
Established,f,18,t,t,Centro,Private room,1,1,1,1,34.93,14,48,6,4.9,1.17
Veteran,f,3,t,t,Centro,Private room,2,1,1,1,60,2,48,4,4.94,0.74
Veteran,f,1,t,t,Centro,Entire home/apt,6,2,3,3,66.6,32,48,3,4.5,0.54
Established,f,1,t,t,Centro,Private room,2,1,1,1,80,2,48,5,4.79,0.96
Veteran,t,2,t,t,Centro,Entire home/apt,2,1,,2,80.11,9,48,7,4.79,0.5
Veteran,t,71,t,t,Centro,Entire home/apt,2,1,1,1,92.71,10,48,10,4.69,0.56
Veteran,f,12,t,t,Centro,Entire home/apt,2,1,1,1,99,2,48,0,4.38,0.91
Established,f,2,t,t,Centro,Entire home/apt,2,1,1,1,104.5,2,48,13,4.46,0.99
Veteran,t,2,t,t,Centro,Private room,2,1.5,1,1,106,1,48,0,4.88,0.62
Veteran,t,79,t,t,Centro,Entire home/apt,2,1,1,1,106.5,2,48,35,4.46,2.81
Veteran,f,14,t,t,Centro,Private room,2,1,1,1,107.5,2,48,35,4.56,2.03
Established,f,4,t,t,Centro,Private room,2,1,1,1,109,1,48,12,4.65,0.92
Veteran,f,7,t,t,Centro,Entire home/apt,4,1,1,2,111,1,48,34,4.44,4.29
Veteran,f,79,t,t,Centro,Entire home/apt,4,1,1,1,111,3,48,17,4.31,0.98
New,f,3,t,t,Centro,Entire home/apt,2,1,1,1,114,1,48,10,4.77,6.23
Veteran,f,60,t,t,Centro,Entire home/apt,3,1,1,2,114.12,2,48,25,4.63,4.1
Veteran,t,2,t,t,Centro,Entire home/apt,3,1,1,2,117.26,2,48,11,4.83,0.81
Veteran,t,10,t,t,Centro,Hotel room,2,1,1,1,125,1,48,0,4.67,0.6
Established,f,6,t,f,Centro,Entire home/apt,6,1,,5,125,1,48,23,4.65,2.07
Veteran,f,22,t,t,Centro,Entire home/apt,4,1,1,2,125.75,4,48,26,4.71,1.58
Veteran,f,28,t,t,Centro,Entire home/apt,4,1,1,2,131,1,48,17,4.85,5.12
Established,t,5,t,t,Centro,Entire home/apt,4,1,1,2,135.8,1,48,22,4.67,4.17
Veteran,f,1,t,t,Centro,Private room,2,1,1,1,137,1,48,3,4.98,0.87
Established,t,5,t,t,Centro,Entire home/apt,2,1,1,1,145,1,48,12,4.63,1.72
New,f,21,t,t,Centro,Entire home/apt,3,1,2,2,150,6,48,22,4.85,3.32
New,t,2,t,t,Centro,Entire home/apt,4,1,2,3,155.2,1,48,19,4.71,4.51
Veteran,f,32,t,t,Centro,Entire home/apt,4,1,1,3,157.5,2,48,12,4.4,0.94
Established,f,23,t,t,Centro,Entire home/apt,4,1,2,2,162.54,4,48,5,4.71,1.39
Veteran,f,2,t,t,Centro,Entire home/apt,2,1,1,1,169,1,48,14,4.58,1.73
New,f,4,t,t,Centro,Entire home/apt,4,1,1,2,175,1,48,14,4.73,5.85
Veteran,f,123,t,t,Centro,Entire home/apt,2,1,1,,187,2,48,0,4.65,0.86
Veteran,t,60,t,t,Centro,Entire home/apt,4,1,1,2,189,1,48,21,4.73,1.48
New,t,5,t,t,Centro,Entire home/apt,3,1,2,2,190.6,3,48,37,4.94,2.54
Veteran,f,13,t,t,Centro,Entire home/apt,6,1,2,3,198,1,48,29,4.92,2.24
Veteran,f,13,t,t,Centro,Entire home/apt,4,1,1,2,205,1,48,30,4.77,2.23
Veteran,f,68,t,t,Centro,Entire home/apt,8,4,4,5,206.13,30,48,12,4.71,1.68
Veteran,t,60,t,t,Centro,Entire home/apt,4,1,1,2,214.35,1,48,33,4.83,3.08
Veteran,f,2,t,t,Centro,Entire home/apt,2,1,2,3,235.75,2,48,0,4.42,0.35
New,f,24,t,t,Centro,Private room,4,1,2,2,244,1,48,29,4.6,3.36
Veteran,f,89,t,t,Centro,Entire home/apt,4,1,1,2,244,1,48,1,4.25,0.87
Veteran,f,391,t,t,Centro,Entire home/apt,8,1,3,5,252,3,48,12,4.4,0.88
Veteran,t,9,t,t,Centro,Entire home/apt,6,1,1,4,268.8,1,48,6,4.83,1.04
Established,f,69,t,t,Centro,Entire home/apt,4,1,2,2,277,1,48,39,4.44,3.47
Established,t,1,t,t,Centro,Entire home/apt,10,2,3,6,292.14,2,48,19,5,4.65
Established,f,69,t,t,Centro,Entire home/apt,8,4,4,5,300,1,48,38,4.42,2.53
Veteran,f,87,t,t,Centro,Entire home/apt,2,2,1,1,311.5,2,48,20,4.81,1.43
Veteran,f,391,t,t,Centro,Entire home/apt,7,2,3,5,321.5,1,48,8,4.63,0.81
Veteran,f,68,t,t,Centro,Entire home/apt,8,3,3,5,330,5,48,17,4.73,1.7
New,f,7,t,t,Centro,Entire home/apt,8,3,4,4,360.5,1,48,34,4.75,2.41
Veteran,f,81,t,t,Centro,Entire home/apt,8,3,4,6,627.65,1,48,23,4.83,2.01
Veteran,t,6,t,t,Chamartín,Entire home/apt,2,1,1,,75.77,21,48,5,4.83,0.66
New,t,21,t,t,Chamartín,Entire home/apt,3,1,1,2,198.15,1,48,28,4.71,1.93
Veteran,t,9,t,t,Chamberí,Private room,1,1,1,1,45,6,48,13,4.79,0.96
Veteran,f,109,t,t,Chamberí,Private room,2,1,1,1,89,1,48,3,4.17,0.61
Veteran,t,2,t,t,Chamberí,Private room,2,1,2,1,113,1,48,11,4.81,0.48
New,t,5,t,t,Chamberí,Entire home/apt,4,1,1,2,175,1,48,20,4.98,3.37
New,f,7,t,t,Chamberí,Private room,2,1,1,1,244,1,48,34,4.63,2.63
Veteran,f,391,t,t,Chamberí,Entire home/apt,6,2,2,3,311.5,1,48,4,4.4,0.78
Veteran,f,1,t,t,Ciudad Lineal,Entire home/apt,6,1,3,,4.65,300,48,0,4.6,0.35
New,f,1,t,t,Ciudad Lineal,Private room,2,1,1,1,62,1,48,24,4.75,5.12
Veteran,f,30,t,t,Ciudad Lineal,Entire home/apt,2,1,1,1,104,1,48,27,4.83,3.4
Veteran,f,391,t,t,Ciudad Lineal,Entire home/apt,4,1,2,2,189.8,1,48,27,4.77,2.32
New,f,1,t,t,Fuencarral - El Pardo,Entire home/apt,3,1,1,2,75,1,48,25,4.65,3.51
New,f,1,t,t,Latina,Private room,2,1,1,1,37,1,48,10,4.69,1.82
Veteran,t,2,t,t,Latina,Private room,1,1,1,1,45.65,1,48,27,4.88,1.45
New,f,1,t,t,Latina,Private room,2,1,1,1,46.5,1,48,23,4.73,2.14
Veteran,t,4,t,t,Latina,Entire home/apt,3,1,2,3,107.6,5,48,3,4.92,0.58
Veteran,t,4,t,t,Moncloa - Aravaca,Private room,1,1,1,1,51.59,6,48,1,5,0.51
Veteran,t,4,t,t,Moncloa - Aravaca,Private room,1,1,1,1,53.33,6,48,3,4.92,0.54
Veteran,t,2,t,t,Moncloa - Aravaca,Entire home/apt,2,1,1,1,96.5,2,48,7,4.98,0.87
Veteran,f,11,t,t,Moncloa - Aravaca,Entire home/apt,6,1,1,1,144,1,48,19,4.38,1.66
Veteran,f,216,t,t,Puente de Vallecas,Entire home/apt,4,1,2,2,124,1,48,5,4.71,0.56
Established,f,5,t,t,Puente de Vallecas,Entire home/apt,6,2,1,3,182,1,48,12,4.38,1.36
New,f,2,t,t,Retiro,Private room,2,0,1,1,41,1,48,19,4.44,5
New,f,3,t,t,Retiro,Entire home/apt,4,1,2,2,152.5,2,48,28,4.4,1.76
Veteran,f,391,t,t,Retiro,Entire home/apt,4,1,1,2,171,1,48,34,4.6,2.94
Established,f,46,t,t,Retiro,Entire home/apt,4,1,2,2,187.5,1,48,21,4.69,4.72
Veteran,f,61,t,t,Retiro,Entire home/apt,6,2,3,5,209.2,4,48,5,4.21,0.39
Established,t,1,t,t,Salamanca,Private room,1,1,1,1,69,1,48,8,4.96,5.14
Veteran,f,11,t,t,Salamanca,Entire home/apt,3,1,1,2,88,1,48,14,4.48,5.95
New,f,1,t,t,Salamanca,Entire home/apt,5,2,2,4,112.79,14,48,15,4.44,1.79
Veteran,f,115,t,t,Salamanca,Entire home/apt,4,1.5,1,2,128.67,1,48,18,4.56,0.94
New,f,2,t,t,Salamanca,Entire home/apt,3,1,1,2,130.67,2,48,23,4.65,1.88
Established,f,5,f,t,Salamanca,Entire home/apt,2,1,1,1,147.21,1,48,18,4.52,1.29
Veteran,f,17,t,t,Salamanca,Entire home/apt,5,2,2,2,176.88,3,48,26,4.56,0.41
New,t,5,t,t,Salamanca,Entire home/apt,8,2,3,7,176.88,2,48,30,4.56,2.24
New,t,1,t,t,San Blas - Canillejas,Private room,1,1,1,1,58,1,48,0,5,10.51
Established,f,2,t,t,San Blas - Canillejas,Private room,2,1,1,1,76,1,48,10,4.92,1.25
